    instance #	Best UB TS Solution
10_Tao1 R1			
	9	526.00	506.00
	10	577.00	560.88
50_Tao7 R1			
	1	480.00	445.00
	2	539.00	503.00
	3	626.00	596.00
	4	553.00	509.00
	5	509.00	478.00
	6	550.00	514.00
	7	519.00	483.00
	8	628.00	581.00
	9	546.00	499.00
	10	538.00	518.00
50_Tao7 R3			
	1	599.00	569.00
	2	543.00	489.00
	3	541.00	518.00
	4	548.00	489.00
	5	570.00	528.00
	6	490.00	463.00
	7	566.00	507.00
	8	547.00	519.00
	9	582.00	535.00
	10	568.00	533.00
50_Tao7 R5			
	1	549.00	509.00
	2	528.00	478.00
	3	562.00	488.00
	4	566.00	519.00
	5	548.00	489.00
	6	564.00	512.60
	7	523.00	483.55
	8	472.00	439.00
	9	556.00	506.00
	10	542.00	500.00
50_Tao7 R7			
	1	545.00	487.00
	2	582.00	534.00
	3	587.00	483.00
	4	582.00	568.00
	5	500.00	463.00
	6	580.00	508.00
	7	589.00	520.00
	8	560.00	512.00
	9	554.00	506.00
	10	505.00	482.00
50_Tao7 R9			
	1	593.37	543.37
	2	516.99	479.00
	3	538.00	443.00
	4	562.00	525.44
	5	500.00	465.38
	6	548.00	474.00
	7	564.00	495.00
	8	538.00	462.71
	9	515.00	493.00
	10	588.00	515.27
50_Tao9 R1			
	1	465.00	379.00
	2	576.00	512.00
	3	560.00	473.00
	4	534.00	491.00
	5	522.00	444.00
	6	598.00	530.00
	7	610.00	545.00
	8	554.00	473.00
	9	560.00	499.00
	10	452.00	402.00
50_Tao9 R3			
	1	547.00	434.00
	2	552.00	473.00
	3	531.00	436.00
	4	438.00	376.00
	5	490.00	421.00
	6	528.00	466.66
	7	487.00	400.00
	8	500.00	405.00
	9	520.00	426.00
	10	502.40	424.00
50_Tao9 R5			
	1	538.00	440.00
	2	561.00	455.00
	3	477.00	412.00
	4	499.00	449.00
	5	561.81	448.00
	6	504.00	422.00
	7	488.00	400.00
	8	548.67	509.13
	9	543.00	457.42
	10	538.00	448.00
50_Tao9 R7			
	1	516.00	476.00
	2	545.00	477.28
	3	531.00	451.00
	4	614.00	519.00
	5	573.00	473.71
	6	464.73	417.00
	7	504.00	436.00
	8	547.00	431.86
	9	561.00	470.00
	10	521.33	472.33
50_Tao9 R9			
	1	562.00	494.00
	2	532.00	459.66
	3	484.00	417.26
	4	579.00	516.77
	5	559.00	464.06
	6	535.18	457.80
	7	472.55	408.51
	8	530.59	458.00
	9	558.00	468.22
	10	500.00	406.31
100_Tao1 R1			
	1	1080.00	1051.00
	2	1172.00	1143.00
	3	1042.00	1023.00
	4	1130.00	1104.00
	5	1077.00	1046.00
	6	1037.00	1003.00
	7	1073.00	1056.00
	8	1063.00	1030.00
	9	1106.00	1093.00
	10	1011.00	980.00
100_Tao1 R3			
	1	985.00	964.00
	2	1005.00	988.00
	3	1111.00	1090.00
	4	1128.00	1101.00
	5	1099.00	1076.00
	6	1125.00	1108.00
	7	1077.00	1044.00
	8	1149.00	1130.00
	9	1105.00	1074.00
	10	1077.00	1058.00
100_Tao1 R5			
	1	1169.00	1161.00
	2	1126.00	1122.00
	3	1124.00	1116.00
	4	1094.00	1079.00
	5	1099.00	1090.00
	6	1133.00	1118.00
	7	1108.00	1081.00
	8	1102.00	1075.00
	9	1131.00	1119.00
	10	1060.00	1031.00
100_Tao1 R7			
	1	1039.00	1035.00
	2	1047.00	1045.00
	3	1078.00	1076.00
	4	1119.00	1110.00
	5	1001.00	995.00
	6	1061.00	1061.00
	7	1141.00	1134.00
	8	1061.00	1059.00
	9	1105.00	1098.00
	10	1147.00	1139.00
100_Tao1 R9			
	1	1163.00	1161.00
	2	1047.00	1047.00
	3	1045.00	1045.00
	4	1183.00	1183.00
	5	1037.00	1033.00
	6	1046.00	1042.00
	7	1125.00	1123.00
	8	1090.00	1090.00
	9	1173.00	1171.00
	10	1118.00	1108.00
100_Tao3 R1			
	1	1021.00	1006.00
	2	1109.00	1070.00
	3	977.00	951.00
	4	1009.00	979.00
	5	1014.00	994.00
	6	1085.00	1042.00
	7	1103.00	1066.00
	8	1098.00	1072.00
	9	1110.00	1090.00
	10	1047.00	1022.00
100_Tao3 R3			
	1	1052.00	1026.00
	2	1070.00	1043.00
	3	1111.00	1071.00
	4	1103.00	1075.00
	5	1061.00	1036.00
	6	1011.00	970.00
	7	983.00	930.00
	8	1054.00	1031.00
	9	947.00	925.00
	10	1031.00	1011.00
100_Tao3 R5			
	1	1040.00	1013.00
	2	1116.00	1094.00
	3	1008.00	992.00
	4	1252.00	1228.00
	5	1160.00	1137.00
	6	1074.00	1046.00
	7	1104.00	1082.00
	8	1182.00	1137.00
	9	1018.00	993.00
	10	1051.00	1039.00
100_Tao3 R7			
	1	1185.00	1161.00
	2	1059.00	1037.00
	3	1116.00	1102.00
	4	1034.00	1022.00
	5	1076.00	1072.00
	6	1235.00	1219.00
	7	1082.00	1070.00
	8	1129.00	1106.00
	9	1112.00	1085.00
	10	945.00	919.00
100_Tao3 R9			
	1	1094.00	1088.00
	2	1134.00	1115.00
	3	1062.00	1060.00
	4	1080.00	1054.00
	5	1092.00	1084.00
	6	1080.00	1076.00
	7	1101.00	1096.00
	8	1087.00	1079.00
	9	1069.00	1051.00
	10	1146.00	1142.00
100_Tao5 R1			
	1	1226.00	1191.00
	2	1036.00	987.00
	3	1005.00	980.00
	4	1082.00	1030.00
	5	1062.00	1006.00
	6	1112.00	1061.00
	7	1039.00	998.00
	8	1131.00	1088.00
	9	1025.00	988.00
	10	1147.00	1107.00
100_Tao5 R3			
	1	1013.00	969.00
	2	1044.00	990.00
	3	1068.00	1024.00
	4	1136.00	1098.00
	5	993.00	955.00
	6	1151.00	1082.00
	7	1170.00	1136.00
	8	985.00	955.00
	9	1194.00	1162.00
	10	1041.00	999.00
100_Tao5 R5			
	1	1064.00	1034.00
	2	1059.00	1011.00
	3	1048.00	1013.00
	4	1140.00	1099.00
	5	1136.00	1089.00
	6	1148.00	1118.44
	7	1164.00	1115.00
	8	1105.00	1068.00
	9	1170.00	1125.00
	10	1145.00	1111.00
100_Tao5 R7			
	1	1034.00	1010.00
	2	1041.00	1011.00
	3	995.00	979.00
	4	1170.00	1137.00
	5	1070.00	1049.00
	6	1036.00	996.00
	7	1152.00	1125.00
	8	1114.00	1069.00
	9	1174.00	1152.00
	10	1115.00	1077.00
100_Tao5 R9			
	1	1118.00	1066.00
	2	1190.00	1150.00
	3	1114.00	1091.00
	4	1019.00	980.00
	5	1089.00	1075.00
	6	1142.00	1126.00
	7	1128.00	1112.00
	8	1038.00	1031.00
	9	1090.00	1081.00
	10	1022.00	1007.00
100_Tao7 R1			
	1	1062.00	1015.00
	2	1095.00	1038.00
	3	1059.00	1014.00
	4	1090.00	1020.00
	5	1021.00	957.00
	6	964.00	938.00
	7	1103.00	1039.00
	8	1100.00	1035.00
	9	1135.00	1088.00
	10	1013.00	966.00
100_Tao7 R3			
	1	1139.00	1085.00
	2	1055.00	1000.00
	3	1169.00	1123.00
	4	1146.00	1050.00
	5	1071.00	955.00
	6	1103.00	1020.00
	7	1054.00	986.00
	8	1137.00	1052.00
	9	1094.00	1031.00
	10	1025.00	961.00
100_Tao7 R5			
	1	1028.00	962.00
	2	1222.00	1171.00
	3	1093.00	1040.00
	4	1085.00	1004.00
	5	1065.00	1022.00
	6	1116.00	1043.00
	7	1193.00	1128.00
	8	1206.00	1051.00
	9	1112.00	1025.00
	10	1115.00	1061.00
100_Tao7 R7			
	1	1070.00	972.00
	2	1191.00	1151.00
	3	1163.00	1075.00
	4	1135.00	1053.00
	5	1074.00	982.41
	6	1079.00	1024.00
	7	1085.00	941.80
	8	1121.00	1061.00
	9	1123.00	1025.45
	10	1058.00	1001.00
100_Tao7 R9			
	1	1075.00	984.00
	2	1206.00	1138.23
	3	1029.00	969.00
	4	1189.00	1082.00
	5	1136.00	988.94
	6	1075.00	1018.00
	7	1136.00	1037.00
	8	1142.00	1069.00
	9	1122.00	1014.00
	10	1104.00	970.11
100_Tao9 R1			
	1	1069	991.00
	2	1042	943.00
	3	1044	945.00
	4	1073	981.00
	5	1014	935.00
	6	1046	964.00
	7	982	894.00
	8	1038	914.00
	9	1065	967.00
	10	1012	914.00
100_Tao9 R3			
	1	1051	868.00
	2	1028.00	886.00
	3	1012.00	876.00
	4	1063.00	966.00
	5	1071.00	935.00
	6	1049.00	889.00
	7	1055.00	884.00
	8	1020	867.00
	9	1038	962.00
	10	1038	874.00
100_Tao9 R5			
	1	1001.00	824.00
	2	968.00	803.00
	3	1045.46	914.00
	4	1224.00	1013.00
	5	1066.00	884.00
	6	1085.00	913.75
	7	1099.00	897.00
	8	1120.29	999.25
	9	1163.00	1011.00
	10	1151.00	953.25
100_Tao9 R7			
	1	1057.00	943.91
	2	1062.00	909.00
	3	1104.00	883.75
	4	1083.00	937.79
	5	1071.00	884.25
	6	1038.00	882.20
	7	1007.00	851.00
	8	1036.00	888.00
	9	1058.00	904.00
	10	1163.00	966.28
100_Tao9 R9			
	1	1079.00	839.33
	2	1008.00	894.77
	3	1087.00	926.00
	4	1041.00	875.17
	5	1111.00	969.84
	6	1128.44	959.18
	7	1184.00	976.66
	8	1114.00	974.00
	9	1094.00	917.96
	10	1113.00	924.44
